Date,Make,Style,Model,Color,Plate,State,Address,Tow Facility Phone,Inventory Number
08/29/2015,DODG,2D,,RED,V415217,IL,701 N. Sacramento,(773) 265-7605,6825745
08/29/2015,DODG,LL,TK,BGE,L410331,IL,701 N. Sacramento,(773) 265-7605,6825788
08/29/2015,DODG,LL,TK,SIL,2956092,IL,10300 S. Doty,(773) 568-8495,2771265
08/29/2015,DODG,VN,TK,WHI,E278527,IL,10300 S. Doty,(773) 568-8495,2771277
08/29/2015,FORD,2D,,BLK,858YNX,TN,10300 S. Doty,(773) 568-8495,2771272
08/29/2015,FORD,4D,,PLE,E934067,IL,10300 S. Doty,(773) 568-8495,2771247
08/29/2015,FORD,4D,,BRO,N755742,IL,10300 S. Doty,(773) 568-8495,2771259
08/29/2015,FORD,4D,,SIL,430XSC,WI,701 N. Sacramento,(773) 265-7605,6825818
08/29/2015,FORD,4D,,BLU,S102293,IL,701 N. Sacramento,(773) 265-7605,6825748
08/29/2015,FORD,LL,,RED,E420185,IL,701 N. Sacramento,(773) 265-7605,6825744
08/29/2015,FORD,LL,,GRY,277S617,IL,10300 S. Doty,(773) 568-8495,2771269
08/29/2015,FORD,LL,TK,WHI,1580926B,IL,701 N. Sacramento,(773) 265-7605,6825811
08/29/2015,FORD,VN,EC1,WHI,1353144B,IL,701 N. Sacramento,(773) 265-7605,6825786
08/29/2015,FORD,VN,TK,BLU,198S950,IL,701 N. Sacramento,(773) 265-7605,6825753
08/29/2015,GMC,LL,,GRY,E330719,IL,701 N. Sacramento,(773) 265-7605,6825750
08/29/2015,GMC,VN,SAF,GRY,V173417,IL,701 N. Sacramento,(773) 265-7605,6825803
08/29/2015,HOND,2D,,GRN,R133580,IL,701 N. Sacramento,(773) 265-7605,6825749
08/29/2015,HOND,4D,CIV,RED,S415253,IL,701 N. Sacramento,(773) 265-7605,6825768
08/29/2015,HOND,4D,,MAR,E652256,IL,10300 S. Doty,(773) 568-8495,2771271
08/29/2015,HOND,4D,,WHI,V838512,IL,701 N. Sacramento,(773) 265-7605,6825742
08/29/2015,HOND,4D,,GRY,Y737684,IL,10300 S. Doty,(773) 568-8495,2771279
08/29/2015,HYUN,4D,ELN,GRY,E335257,IL,701 N. Sacramento,(773) 265-7605,6825802
08/29/2015,HYUN,4D,,RED,E726112,IL,701 N. Sacramento,(773) 265-7605,6825798
08/29/2015,JAGU,4D,,BLK,CK4F4K,MO,10300 S. Doty,(773) 568-8495,2771238
08/29/2015,JEEP,LL,CHE,BLU,190S412,IL,701 N. Sacramento,(773) 265-7605,6825781
08/29/2015,KAWK,MC,,BLK,DW4428,IL,10300 S. Doty,(773) 568-8495,2771278
08/29/2015,KIA,4D,,GRY,E445517,IL,701 N. Sacramento,(773) 265-7605,6825756
08/29/2015,KIA,,,GRN,V284290,IL,10300 S. Doty,(773) 568-8495,2771248
08/29/2015,LEXS,LL,,BLK,,,701 N. Sacramento,(773) 265-7605,6825726
08/29/2015,LINC,4D,,BLK,27185LY,IL,701 N. Sacramento,(773) 265-7605,6825724
08/29/2015,MAZD,4T,,GRY,A890567,IL,400 E. Lower Wacker,(312) 744-7550,933357
08/29/2015,MERC,VN,,BLK,R550766,IL,701 N. Sacramento,(773) 265-7605,6825793
08/29/2015,MERZ,4D,,GRN,V686165,IL,701 N. Sacramento,(773) 265-7605,6825736
08/29/2015,MERZ,LL,,GRY,V762710,IL,701 N. Sacramento,(773) 265-7605,6825773
08/29/2015,MITS,4D,GAL,MAR,N570872,IL,701 N. Sacramento,(773) 265-7605,6825784
08/29/2015,NISS,4D,,RED,R502147,IL,701 N. Sacramento,(773) 265-7605,6825740
08/29/2015,NISS,4D,ALT,GRY,R517973,IL,701 N. Sacramento,(773) 265-7605,6825775
08/29/2015,NISS,,,,8565638,IL,701 N. Sacramento,(773) 265-7605,6825759
08/29/2015,PLYM,VN,,GRN,,IL,10300 S. Doty,(773) 568-8495,2771246
08/29/2015,PONT,2D,,GRN,266S893,IL,10300 S. Doty,(773) 568-8495,2771255
08/29/2015,PONT,4D,GRA,WHI,930R711,IL,10300 S. Doty,(773) 568-8495,2771266
08/29/2015,PONT,4D,,YEL,S946122,IL,10300 S. Doty,(773) 568-8495,2771263
08/29/2015,PONT,4D,,BLK,E279405,IL,701 N. Sacramento,(773) 265-7605,6825739
08/29/2015,PONT,4D,,GLD,Y765744,IL,701 N. Sacramento,(773) 265-7605,6825783
08/29/2015,PONT,VN,MTA,BLU,E356391,IL,10300 S. Doty,(773) 568-8495,2771262
08/29/2015,SAA,4D,,BLU,E379511,IL,701 N. Sacramento,(773) 265-7605,6825743
08/29/2015,SATR,2D,,WHI,V523806,IL,701 N. Sacramento,(773) 265-7605,6825737
08/29/2015,SATR,4D,,GRN,EP10RK,OH,701 N. Sacramento,(773) 265-7605,6825792
08/29/2015,SUZI,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6825817
08/29/2015,TOYT,2D,,PLE,R342673,IL,701 N. Sacramento,(773) 265-7605,6825758
08/29/2015,TOYT,4D,,TAN,H921286,IL,701 N. Sacramento,(773) 265-7605,6825723
08/29/2015,TOYT,4D,,BLU,V749195,IL,701 N. Sacramento,(773) 265-7605,6825812
08/29/2015,TOYT,4D,,BLU,Y872103,IL,10300 S. Doty,(773) 568-8495,2771274
08/29/2015,TOYT,4D,COA,WHI,L635798,IL,701 N. Sacramento,(773) 265-7605,6825774
08/29/2015,TOYT,4D,COA,GRY,,IL,701 N. Sacramento,(773) 265-7605,6825779
08/29/2015,ZCZY,MC,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6825727
08/28/2015,ACUR,2D,,GRY,V337207,IL,701 N. Sacramento,(773) 265-7605,6825635
08/28/2015,BUIC,4D,,GLD,Y754929,IL,701 N. Sacramento,(773) 265-7605,6825628
08/28/2015,BUIC,4D,,GRY,S777493,IL,701 N. Sacramento,(773) 265-7605,6825707
08/28/2015,BUIC,4D,,TAN,E430998,IL,701 N. Sacramento,(773) 265-7605,6825694
08/28/2015,BUIC,4D,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1533697
08/28/2015,BUIC,4D,,GLD,V165463,IL,10300 S. Doty,(773) 568-8495,467550
08/28/2015,BUIC,4D,,RED,E673587,IL,10300 S. Doty,(773) 568-8495,2771198
08/28/2015,BUIC,LL,TK,WHI,E360037,IL,701 N. Sacramento,(773) 265-7605,6825706
08/28/2015,CHEV,2D,,RED,302S216,IL,701 N. Sacramento,(773) 265-7605,6825715
08/28/2015,CHEV,2D,,MAR,S108666,IL,10300 S. Doty,(773) 568-8495,467549
08/28/2015,CHEV,4D,,BLU,L545647,IL,701 N. Sacramento,(773) 265-7605,6825690
08/28/2015,CHEV,4D,,GRN,V596125,IL,10300 S. Doty,(773) 568-8495,2771203
08/28/2015,CHEV,4D,,GRY,105S594,IL,10300 S. Doty,(773) 568-8495,2771189
08/28/2015,CHEV,4D,,GRN,,,701 N. Sacramento,(773) 265-7605,6825709
08/28/2015,CHEV,4D,,GRN,878R188,IL,701 N. Sacramento,(773) 265-7605,6825629
08/28/2015,CHEV,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6825703
08/28/2015,CHEV,4D,,GRN,332R178,IL,10300 S. Doty,(773) 568-8495,2771207
08/28/2015,CHEV,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2771218
08/28/2015,CHEV,4D,,BLU,V841686,IL,701 N. Sacramento,(773) 265-7605,6825670
08/28/2015,CHEV,4D,,MAR,V482647,IL,10300 S. Doty,(773) 568-8495,2771188
08/28/2015,CHEV,4D,,GRY,E877405,IL,701 N. Sacramento,(773) 265-7605,6825720
08/28/2015,CHEV,LL,TK,SIL,Z271574,IL,10300 S. Doty,(773) 568-8495,2771190
08/28/2015,CHEV,LL,,BLK,S217464,IL,10300 S. Doty,(773) 568-8495,4677588
08/28/2015,CHEV,LL,,MAR,E677038,IL,701 N. Sacramento,(773) 265-7605,6825705
08/28/2015,CHEV,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6825710
08/28/2015,CHEV,PK,,BLK,B1431LTP,WI,701 N. Sacramento,(773) 265-1846,1533696
08/28/2015,CHEV,VN,TK,GRY,E479248,IL,10300 S. Doty,(773) 568-8495,2771225
08/28/2015,CHRY,2D,,BLK,Y727513,IL,10300 S. Doty,(773) 568-8495,2771229
08/28/2015,CHRY,VN,,GRN,62C8528,TX,10300 S. Doty,(773) 785-9752,1715451
08/28/2015,DODG,4D,,BLU,TK725MNK,IN,10300 S. Doty,(773) 568-8495,2771204
08/28/2015,DODG,VN,TK,PLE,WYW411,IL,701 N. Sacramento,(773) 265-7605,6825719
08/28/2015,DODG,VN,,RED,R504615,IL,701 N. Sacramento,(773) 265-7605,6825689
08/28/2015,FOR,4D,,GRN,S777550,IL,701 N. Sacramento,(773) 265-7605,6825695
08/28/2015,FORD,4D,,GRN,N924384,IL,10300 S. Doty,(773) 568-8495,2771175
08/28/2015,FORD,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2771201
08/28/2015,FORD,4D,,MAR,S228758,IL,701 N. Sacramento,(773) 265-7605,6825677
08/28/2015,FORD,4D,,GLD,R456071,IL,701 N. Sacramento,(773) 265-7605,6825667
08/28/2015,FORD,4D,,WHI,361RNP,FL,701 N. Sacramento,(773) 265-7605,6825641
08/28/2015,FORD,4D,,GRY,Y727971,IL,10300 S. Doty,(773) 568-8495,2771220
08/28/2015,FORD,LL,TK,MAR,1826455,IL,10300 S. Doty,(773) 568-8495,2771185
08/28/2015,FORD,LL,TK,WHI,R488714,IL,701 N. Sacramento,(773) 265-7605,6825686
08/28/2015,FORD,LL,TK,BLU,,IL,10300 S. Doty,(773) 568-8495,2771222
08/28/2015,GMC,4D,,WHI,E276819,IL,10300 S. Doty,(773) 568-8495,2771224
08/28/2015,GMC,PK,TK,RED,3181021,IL,701 N. Sacramento,(773) 265-7605,6825700
08/28/2015,GMC,VN,,WHI,K439378,IL,701 N. Sacramento,(773) 265-7605,6825698
08/28/2015,HOND,2D,,SIL,E264713,IL,701 N. Sacramento,(773) 265-7605,6825655
08/28/2015,HOND,4D,,SIL,N562094,IL,701 N. Sacramento,(773) 265-7605,6825699
08/28/2015,HOND,4D,,GLD,E441655,IL,701 N. Sacramento,(773) 265-7605,6825639
08/28/2015,INFI,4D,,SIL,V646339,IL,10300 S. Doty,(773) 568-8495,2771176
08/28/2015,INFI,LL,,WHI,Y929847,IL,10300 S. Doty,(773) 568-8495,2771223
08/28/2015,ISU,LL,,WHI,R999341,IL,701 N. Sacramento,(773) 265-7605,6825645
08/28/2015,JEEP,LL,,GRY,P438369,IL,701 N. Sacramento,(773) 265-7605,6825687
08/28/2015,JEEP,LL,,RED,S875069,IL,10300 S. Doty,(773) 568-8495,2771184
08/28/2015,JEEP,LL,,GRN,443LDL,CO,701 N. Sacramento,(773) 265-7605,6825682
08/28/2015,KIA,4D,,SIL,,IL,10300 S. Doty,(773) 785-9752,1715450
08/28/2015,MAZD,4D,,GRN,V239027,IL,10300 S. Doty,(773) 785-9752,1715453
08/28/2015,MAZD,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2771192
08/28/2015,MAZD,LL,,BLK,H125882,IL,701 N. Sacramento,(773) 265-7605,6825671
08/28/2015,MERZ,4D,,BLK,N176681,IL,10300 S. Doty,(773) 568-8495,2771210
08/28/2015,MITS,LL,,MAR,V158749,IL,701 N. Sacramento,(773) 265-7605,6825680
08/28/2015,NISS,4D,,GRY,RR1045,IL,10300 S. Doty,(773) 785-9752,1715452
08/28/2015,NISS,4D,,SIL,Y850810,IL,701 N. Sacramento,(773) 265-7605,6825712
08/28/2015,NISS,4D,,BLK,V734770,IL,701 N. Sacramento,(773) 265-7605,6825644
08/28/2015,OLDS,4D,,GRY,V142129,IL,701 N. Sacramento,(773) 265-7605,682666
08/28/2015,ORIO,MC,,BLU,8896P,VA,701 N. Sacramento,(773) 265-1846,1533699
08/28/2015,PONT,2D,,GRY,V331547,IL,10300 S. Doty,(773) 568-8495,2771194
08/28/2015,PONT,4D,,GRY,146TGA,MN,10300 S. Doty,(773) 568-8495,2771181
08/28/2015,PONT,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2771183
08/28/2015,PONT,4D,,GRY,V690166,IL,701 N. Sacramento,(773) 265-7605,6825702
08/28/2015,PONT,4D,,WHI,V252210,IL,701 N. Sacramento,(773) 265-7605,6825647
08/28/2015,PONT,4D,,SIL,V616554,IL,10300 S. Doty,(773) 568-8495,2771217
08/28/2015,PONT,4D,,MAR,V750404,IL,701 N. Sacramento,(773) 265-7605,6825693
08/28/2015,PONT,4D,,RED,E993784,IL,10300 S. Doty,(773) 568-8495,467546
08/28/2015,PONT,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6825659
08/28/2015,PONT,4D,,GLD,K984239,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,415680
08/28/2015,PONT,4D,,GLD,163S762,IL,701 N. Sacramento,(773) 265-7605,6825714
08/28/2015,PONT,4D,,GRN,E699370,IL,701 N. Sacramento,(773) 265-7605,6825658
08/28/2015,PONT,VN,TK,BLK,337S179,IL,10300 S. Doty,(773) 568-8495,2771216
08/28/2015,SUBA,SW,,BLK,V682649,IL,701 N. Sacramento,(773) 265-7605,6825631
08/28/2015,SUZI,4D,,GLD,,IL,10300 S. Doty,(773) 568-8495,2771206
08/28/2015,TOYT,4D,,SIL,Z205810,IL,701 N. Sacramento,(773) 265-7605,6825716
08/28/2015,TOYT,4D,,BLU,S125883,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,415679
08/28/2015,TOYT,4D,,BGE,S776650,IL,701 N. Sacramento,(773) 265-7605,6825637
08/28/2015,TOYT,4D,,RED,P585915,IL,10300 S. Doty,(773) 568-8495,2771208
08/28/2015,TOYT,4D,,TAN,E869213,IL,701 N. Sacramento,(773) 265-7605,6825713
08/28/2015,TOYT,LL,,BLK,V244398,IL,701 N. Sacramento,(773) 265-7605,6825692
08/28/2015,VOLK,4D,,SIL,S128759,IL,701 N. Sacramento,(773) 265-1846,1533701
08/28/2015,VOLK,4D,,MAR,E818990,IL,10300 S. Doty,(773) 568-8495,2771230
08/28/2015,ZCZY,4D,,WHI,L451124,IL,10300 S. Doty,(773) 568-8495,2771213
08/27/2015,BMW,4D,,BLK,X575578,IL,701 N. Sacramento,(773) 265-7605,6825541
08/27/2015,BMW,LL,,GRY,E214766,IL,701 N. Sacramento,(773) 265-7605,6825604
08/27/2015,BUIC,4D,,GRY,E894638,IL,10300 S. Doty,(773) 568-8495,2771140
08/27/2015,BUIC,4D,,BRO,V765202,IL,701 N. Sacramento,(773) 265-7605,6825564
08/27/2015,BUIC,4D,,MAR,Z270081,IL,10300 S. Doty,(773) 568-8495,2771169
08/27/2015,BUIC,4D,,RED,Y737396,IL,701 N. Sacramento,(773) 265-7605,6825536
08/27/2015,BUIC,4D,,TAN,V841620,IL,701 N. Sacramento,(773) 265-7605,6825616
08/27/2015,CADI,4D,,WHI,E311841,IL,701 N. Sacramento,(773) 265-7605,6825582
08/27/2015,CADI,4D,,TAN,E501199,IL,701 N. Sacramento,(773) 265-7605,6825611
08/27/2015,CADI,4D,,GRN,N646588,IL,701 N. Sacramento,(773) 265-7605,6825547
08/27/2015,CADI,LL,,WHI,V201488,IL,701 N. Sacramento,(773) 265-7605,6825591
08/27/2015,CHEV,2D,,RED,E995992,IL,701 N. Sacramento,(773) 265-7605,6825623
08/27/2015,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2771152
08/27/2015,CHEV,4D,,MAR,558XWB,WI,10300 S. Doty,(773) 568-8495,2771161
08/27/2015,CHEV,4D,,GLD,P503690,IL,701 N. Sacramento,(773) 265-7605,6825576
08/27/2015,CHEV,4D,,WHI,Z264034,IL,10300 S. Doty,(773) 568-8495,2771151
08/27/2015,CHEV,4D,,GRY,987R547,IL,701 N. Sacramento,(773) 265-7605,6825619
08/27/2015,CHEV,4D,,GRY,719GKW,IL,701 N. Sacramento,(773) 265-7605,6825573
08/27/2015,CHEV,LL,TK,RED,E350717,IL,10300 S. Doty,(773) 568-8495,2771149
08/27/2015,CHRY,4D,,BLK,Y882317,IL,10300 S. Doty,(773) 568-8495,2771137
08/27/2015,CHRY,4D,,WHI,82754FF,IL,701 N. Sacramento,(773) 265-7605,6825590
08/27/2015,DODG,4D,,GRN,,,701 N. Sacramento,(773) 265-7605,6825592
08/27/2015,DODG,VN,TK,BLK,Y703076,IL,701 N. Sacramento,(773) 265-7605,6825542
08/27/2015,DODG,VN,,BLU,S906891,IL,701 N. Sacramento,(773) 265-7605,6825559
08/27/2015,DODG,VN,,BLU,8323,IL,10300 S. Doty,(773) 568-8495,2771154
08/27/2015,FORD,2T,,BLU,X293862,IL,701 N. Sacramento,(773) 265-1846,1533690
08/27/2015,FORD,4D,,SIL,DGA4168,MI,10300 S. Doty,(773) 568-8495,2771168
08/27/2015,FORD,4D,,BLU,E693830,IL,10300 S. Doty,(773) 568-8495,2771171
08/27/2015,FORD,4D,,GRN,H718735,IL,10300 S. Doty,(773) 785-9752,1715447
08/27/2015,FORD,LL,,BLK,E869809,IL,701 N. Sacramento,(773) 265-7605,6825554
08/27/2015,FORD,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2771156
08/27/2015,FORD,LL,TK,WHI,778R630,IL,10300 S. Doty,(773) 568-8495,2771166
08/27/2015,FORD,PK,TK,GRY,,,701 N. Sacramento,(773) 265-7605,6825606
08/27/2015,FORD,VN,TK,GRN,LC8350,WI,701 N. Sacramento,(773) 265-7605,6825548
08/27/2015,FORD,VN,TK,WHI,85804FF,IL,10300 S. Doty,(773) 568-8495,2771162
08/27/2015,GMC,VN,,RED,6437665,IL,701 N. Sacramento,(773) 265-7605,6825575
08/27/2015,HOND,2D,,RED,E313864,IL,701 N. Sacramento,(773) 265-7605,6825558
08/27/2015,HOND,2D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6825626
08/27/2015,HOND,4D,,GRY,N523233,IL,400 E. Lower Wacker,(312) 744-7550,933189
08/27/2015,HOND,4D,,RED,E989462,IL,10300 S. Doty,(773) 568-8495,2771160
08/27/2015,HOND,4D,,GRY,CT2G722,TX,400 E. Lower Wacker,(312) 744-7550,933192
08/27/2015,HOND,4D,,GRY,N964833,IL,400 E. Lower Wacker,(312) 744-7550,933190
08/27/2015,HOND,LL,,RED,,IL,701 N. Sacramento,(773) 265-7605,6825543
08/27/2015,HYUN,2T,,SIL,,,701 N. Sacramento,(773) 265-7605,6825598
08/27/2015,HYUN,4D,,BLK,E426265,IL,701 N. Sacramento,(773) 265-1846,1533688
08/27/2015,HYUN,4D,,GRN,L715900,IL,701 N. Sacramento,(773) 265-7605,6825553
08/27/2015,HYUN,4D,,SIL,231S458,IL,701 N. Sacramento,(773) 265-7605,6825622
08/27/2015,INFI,4D,,GLD,E676615,IL,10300 S. Doty,(773) 568-8495,2771159
08/27/2015,JEEP,LL,TK,BLK,,,701 N. Sacramento,(773) 265-7605,6825613
08/27/2015,JEEP,LL,TK,GRY,S881888,IL,701 N. Sacramento,(773) 265-7605,6825589
08/27/2015,JEEP,LL,TK,GRY,E731172,IL,701 N. Sacramento,(773) 265-7605,6825603
08/27/2015,LINC,4D,,BLK,Y765034,IL,701 N. Sacramento,(773) 265-7605,6825621
08/27/2015,LINC,4D,,BRO,V679403,IL,701 N. Sacramento,(773) 265-7605,6825552
08/27/2015,MAZD,4D,,GRN,K799778,IL,400 E. Lower Wacker,(312) 744-7550,933187
08/27/2015,MAZD,4D,,RED,P321677,IL,10300 S. Doty,(773) 568-8495,2771142
08/27/2015,MERC,4D,,GRN,R986013,IL,701 N. Sacramento,(773) 265-7605,6825583
08/27/2015,MERC,4D,,DBL,,,701 N. Sacramento,(773) 265-7605,6825578
08/27/2015,MERC,LL,TK,SIL,E609824,IL,701 N. Sacramento,(773) 265-7605,6825566
08/27/2015,MERZ,4D,,WHI,,,701 N. Sacramento,(773) 265-1846,1533689
08/27/2015,MITS,LL,,WHI,V609443,IL,701 N. Sacramento,(773) 265-7605,6825568
08/27/2015,NISS,4D,,TAN,,,701 N. Sacramento,(773) 265-7605,6825608
08/27/2015,NISS,4D,,GRY,E159558,IL,701 N. Sacramento,(773) 265-7605,6825572
08/27/2015,NISS,4D,,BLK,V932363,IL,10300 S. Doty,(773) 785-9752,1715449
08/27/2015,NISS,4D,,BLK,E293471,IL,400 E. Lower Wacker,(312) 744-7550,933188
08/27/2015,PLYM,VN,,GRY,,IL,10300 S. Doty,(773) 568-8495,2771155
08/27/2015,PLYM,VN,,SIL,,IL,10300 S. Doty,(773) 568-8495,2771157
08/27/2015,PONT,4D,,SIL,E234610,IL,10300 S. Doty,(773) 568-8495,2771174
08/27/2015,SATR,4D,,GRY,,,701 N. Sacramento,(773) 265-1846,1533694
08/27/2015,SUBA,SW,,GRY,691,IL,701 N. Sacramento,(773) 265-7605,6825535
08/27/2015,TOYT,2D,,GRN,9378329,IL,701 N. Sacramento,(773) 265-7605,6825570
08/27/2015,TOYT,2T,,PLE,E818277,IL,701 N. Sacramento,(773) 265-1846,1533686
08/27/2015,TOYT,4D,,GRY,E276266,IL,701 N. Sacramento,(773) 265-7605,6825546
08/27/2015,TOYT,4D,,RED,S945286,IL,701 N. Sacramento,(773) 265-7605,6825563
08/27/2015,VOLK,4D,,GRY,V512942,IL,701 N. Sacramento,(773) 265-7605,6825586
08/27/2015,VOLK,4D,,GRY,V414286,IL,701 N. Sacramento,(773) 265-7605,6825556
08/27/2015,VOLV,4D,,BLU,,,701 N. Sacramento,(773) 265-1846,1533693
08/27/2015,VOLV,4D,,SIL,E693615,IL,701 N. Sacramento,(773) 265-7605,6825584
08/27/2015,VOLV,SW,,MAR,E144827,IL,701 N. Sacramento,(773) 265-7605,6825571
08/27/2015,VW,4D,,BLU,788CWW,KY,701 N. Sacramento,(773) 265-1846,1533687
08/27/2015,ZCZY,MC,,WHI,,IL,10300 S. Doty,(773) 568-8495,2771144
08/27/2015,ZCZY,MC,,RED,,E1,10300 S. Doty,(773) 568-8495,2771173
08/26/2015,ACUR,2D,,DGR,,IL,701 N. Sacramento,(773) 265-7605,6825496
08/26/2015,AUDI,2D,,WHI,E538161,IL,10300 S. Doty,(773) 568-8495,467524
08/26/2015,AUDI,4D,,BLK,L183693,IL,701 N. Sacramento,(773) 265-7605,6825502
08/26/2015,BMW,4D,,WHI,4672385,IL,701 N. Sacramento,(773) 265-7605,6825447
08/26/2015,BUIC,4D,,TAN,X864187,IL,701 N. Sacramento,(773) 265-7605,6825437
08/26/2015,BUIC,4D,,BLK,V253572,IL,701 N. Sacramento,(773) 265-7605,6825455
08/26/2015,BUIC,4D,,BGE,E528080,IL,10300 S. Doty,(773) 568-8495,2771145
08/26/2015,BUIC,4D,,BLU,995R119,IL,701 N. Sacramento,(773) 265-7605,6825519
08/26/2015,BUIC,4D,,GRN,S915219,IL,701 N. Sacramento,(773) 265-7605,6825529
08/26/2015,BUIC,4D,,SIL,K387371,IL,10300 S. Doty,(773) 568-8495,2771117
08/26/2015,CADI,4D,,GRN,N859233,IL,10300 S. Doty,(773) 568-8495,2771114
08/26/2015,CADI,4D,,BLK,Y968614,IL,10300 S. Doty,(773) 568-8495,2771089
08/26/2015,CADI,4D,,WHI,V681933,IL,701 N. Sacramento,(773) 265-7605,6825463
08/26/2015,CHEC,4D,,SIL,,IL,10300 S. Doty,(773) 785-9752,1715446
08/26/2015,CHEV,4D,MAL,GRY,V798771,IL,701 N. Sacramento,(773) 265-7605,6825488
08/26/2015,CHEV,4D,,WHI,S490567,IL,701 N. Sacramento,(773) 265-7605,6825526
08/26/2015,CHEV,4D,,BLU,S796580,IL,701 N. Sacramento,(773) 265-7605,6825457
08/26/2015,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2771131
08/26/2015,CHEV,4D,,RED,E681495,IL,10300 S. Doty,(773) 568-8495,2771092
08/26/2015,CHEV,4D,,GRY,V747421,IL,701 N. Sacramento,(773) 265-7605,6825487
08/26/2015,CHEV,4D,LUM,RED,461WA,IN,701 N. Sacramento,(773) 265-7605,6825505
08/26/2015,CHEV,4D,,RED,V516385,IL,10300 S. Doty,(773) 568-8495,2771128
08/26/2015,CHEV,4D,,BLK,E436201,IL,701 N. Sacramento,(773) 265-7605,6825446
08/26/2015,CHEV,LL,,ONG,1617017,IL,10300 S. Doty,(773) 568-8495,2771129
08/26/2015,CHEV,LL,,BLU,S920947,IL,701 N. Sacramento,(773) 265-7605,6825458
08/26/2015,CHEV,LL,,TAN,K540520,IL,10300 S. Doty,(773) 568-8495,2771119
08/26/2015,CHEV,VN,,BLU,,IL,10300 S. Doty,(773) 785-9752,1715444
08/26/2015,CHRY,4D,SEB,GRY,S918862,IL,701 N. Sacramento,(773) 265-7605,6825489
08/26/2015,CHRY,4D,,GRY,E874170,IN,10300 S. Doty,(773) 568-8495,2771126
08/26/2015,CHRY,4D,300,SIL,V752745,IL,701 N. Sacramento,(773) 265-7605,6825467
08/26/2015,CHRY,4D,,BLK,E469138,IL,10300 S. Doty,(773) 568-8495,2771123
08/26/2015,CHRY,4D,,RED,,IL,10300 S. Doty,(773) 785-9752,1715443
08/26/2015,DODG,4D,DUR,GRN,,IL,10300 S. Doty,(773) 568-8495,2771108
08/26/2015,DODG,4D,STA,GRY,V792907,IL,701 N. Sacramento,(773) 265-7605,6825499
08/26/2015,DODG,VN,,PLE,X671069,IL,10300 S. Doty,(773) 785-9752,1715445
08/26/2015,DODG,VN,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6825442
08/26/2015,DODG,VN,,RED,Y729525,IL,10300 S. Doty,(773) 568-8495,2771112
08/26/2015,FORD,4D,FOC,GRY,V691748,IL,701 N. Sacramento,(773) 265-1846,1533683
08/26/2015,FORD,4D,,GRN,S877720,IL,701 N. Sacramento,(773) 265-7605,6825470
08/26/2015,FORD,4D,,MAR,V599227,IL,10300 S. Doty,(773) 568-8495,2771132
08/26/2015,FORD,4D,,BLU,S975894,IL,701 N. Sacramento,(773) 265-7605,6825460
08/26/2015,FORD,4D,TAU,MAR,S497381,IL,701 N. Sacramento,(773) 265-7605,6825485
08/26/2015,FORD,4D,,MAR,S873466,IL,701 N. Sacramento,(773) 265-7605,6825513
08/26/2015,FORD,PK,TK,ONG,1796187,IL,10300 S. Doty,(773) 568-8495,2771097
08/26/2015,FORD,PK,F15,BLU,82886FF,IL,701 N. Sacramento,(773) 265-7605,6825482
08/26/2015,FORD,PK,,MAR,TK558LCM,IN,10300 S. Doty,(773) 785-9752,1715442
08/26/2015,FORD,VN,,GRY,E365246,IL,400 E. Lower Wacker,(312) 744-7550,933132
08/26/2015,FORD,VN,,BLU,V191154,IL,10300 S. Doty,(773) 568-8495,2771091
08/26/2015,GMC,LL,,TAN,E568790,IL,701 N. Sacramento,(773) 265-7605,6825510
08/26/2015,HOND,2D,,RED,7227699,IL,701 N. Sacramento,(773) 265-7605,6825523
08/26/2015,HOND,4D,,GRN,E650524,IL,10300 S. Doty,(773) 568-8495,2771146
08/26/2015,HOND,4D,CIV,GRY,E480712,IL,701 N. Sacramento,(773) 265-7605,6825481
08/26/2015,HOND,4D,,PLE,Y788859,IL,701 N. Sacramento,(773) 265-7605,6825527
08/26/2015,HOND,4D,,MAR,8145101,IL,400 E. Lower Wacker,(312) 744-7550,933186
08/26/2015,HYUN,4D,,PLE,P353636,IL,701 N. Sacramento,(773) 265-7605,6825522
08/26/2015,INFI,4D,,WHI,E393920,IL,701 N. Sacramento,(773) 265-7605,6825441
08/26/2015,JEEP,LL,TK,,V753018,IL,701 N. Sacramento,(773) 265-7605,6825509
08/26/2015,JEEP,LL,WRG,RED,V520288,IL,701 N. Sacramento,(773) 265-7605,6825480
